Time_1s,Driver_ID,LapID,GPS Longitude,GPS Latitude,GPS Bearing,Accelerometer (Total),Accelerometer (X),Accelerometer (Y),Accelerometer (Z),Coolant,RPM,Altitude(GPS),OBD Speed,kff1298,Torque,F_M,AuthorisedClass
357,7,3,-0.297002,51.601768,342.25,-0.109581,-0.089806,0.074108,0.782467,94,1370,65.3,45,21.3205,0,F,No
289,18,1,-0.299112,51.60263,252.72,-0.031199,-0.221611,0.366055,0.768807,85,1341,63.1,30,21.3206,23.5895,F,Yes
185,18,2,-0.29461,51.596263,354.19,-0.105414,-0.09368,0.494903,0.63894,87,2174,42.2,49,21.3212,142.2298,F,Yes
229,4,2,-0.294718,51.593022,53.66,-0.01066,-0.572069,-0.046789,0.705403,194,1411,54.4,10,21.3214,24.8203,M,No
169,18,2,-0.294363,51.595487,318.36,0.110851,-0.104383,0.362181,0.944546,87,1420,41.6,31,21.3245,22.2375,F,Yes
251,19,3,-0.295405,51.592318,32.53,-0.031838,0.028236,0.42946,0.766871,96,1647,40.4,23,21.325,44.4616,F,No
142,15,3,-0.29587,51.590988,16.52,-0.05327,-0.479307,0.088787,0.711213,93,1401,41,12,21.3252,0,M,No
422,16,1,-0.302465,51.602102,251.24,-0.06351,-0.002854,0.487054,0.69949,87,1555,54.1,22,21.326,28.6446,F,No
15,7,3,-0.29923,51.588768,74.59,-0.011317,-0.038022,-0.523242,0.737615,96,0,27.2,0,21.3261,0,F,No
425,17,1,-0.306535,51.600443,159.53,-0.009583,-0.015596,0.077064,0.886952,89,1562,60.8,35,21.3268,38.2025,M,Yes
96,19,3,-0.298983,51.589182,178.73,0.082475,-0.232314,0.411927,0.873293,93,1250,32.2,29,21.3274,24.5925,F,No
26,16,2,-0.299167,51.588958,89.61,0.014518,0.236188,0.176656,0.870336,87,726,39.6,0,21.3274,0,F,No
128,15,3,-0.296178,51.590673,49.13,-0.04959,-0.280122,0.001937,0.807849,92,1535,37.7,23,21.328,32.546,M,No
181,20,3,-0.296887,51.589585,22.37,-0.078853,-0.575943,-0.037003,0.617533,93,1200,34.6,26,21.3281,22.1006,M,No
44,2,2,-0.2989,51.59006,5.64,0.091694,0.18736,-0.094597,0.970948,86,984,340.1,8,21.3288,5.0183,F,No
212,15,3,-0.29394,51.593715,31.81,-0.084922,-0.424669,0.039042,0.709276,96,1427,47.8,27,21.3293,34.5703,M,No
71,2,2,-0.298775,51.589538,131.92,0.045682,0.478287,0.141488,0.818654,86,1588,337.9,14,21.3306,19.485,F,No
356,7,3,-0.296945,51.601658,341.15,0.026551,0.020489,0.001937,0.925994,94,1369,65.2,45,21.3312,30.8476,F,No
50,16,3,-0.299108,51.588958,60.67,0.000103,0.166871,0.114169,0.879103,87,880,36.9,6,21.3313,5.1237,F,No
163,4,2,-0.296223,51.590592,22.76,-0.029797,-0.347503,0.280122,0.76106,190,1423,61.4,22,21.332,15.3529,M,No
496,19,2,-0.305657,51.599185,154.17,0.107854,-0.282059,0.449032,0.872273,92,1197,39.4,37,21.3322,32.1269,F,No
497,7,2,-0.301458,51.593487,154.96,0.065107,0.025382,-0.446075,0.866463,96,1118,33.6,25,21.3334,0,F,No
184,18,2,-0.294583,51.596172,356.54,0.111532,-0.141488,0.637411,0.799083,87,2829,42.3,44,21.3335,127.5994,F,Yes
256,13,2,-0.296447,51.600653,343.03,0.052474,0.00683,0.296738,0.909378,89,1468,53.1,48,21.335,0,F,No
445,7,2,-0.30297,51.595533,153.96,0.011455,0.094597,-0.319164,0.85474,95,1020,40,28,21.3353,0,F,No
250,19,3,-0.295443,51.592272,27.17,0.059882,-0.033129,0.509582,0.828338,96,1632,40.6,22,21.3365,24.3906,F,No
170,16,2,-0.295162,51.592513,32.7,0.17894,0.218654,-0.025382,1.057798,88,1312,39.3,29,21.3367,0,F,No
454,7,2,-0.302673,51.595102,153.26,-0.009407,0.090724,-0.297757,0.840061,94,643,37.7,3,21.3369,0,F,No
168,18,2,-0.294272,51.595442,295.22,0.119265,-0.185423,0.337717,0.950459,87,1357,40.6,32,21.3369,22.2375,F,Yes
179,18,2,-0.294552,51.596002,329.36,-0.009425,-0.315291,0.47737,0.708257,87,677,42.6,0,21.337,0,F,Yes
141,15,3,-0.295883,51.590957,11.34,-0.022497,-0.434353,0.172783,0.758104,93,1212,40.9,10,21.3381,0,M,No
288,18,1,-0.298998,51.602653,254.2,0.019664,-0.141488,0.344546,0.848828,85,1327,62.5,30,21.3387,23.5895,F,Yes
43,2,2,-0.298897,51.590037,5.64,0.009074,0.214679,-0.056575,0.883996,86,754,340.3,4,21.3398,5.0183,F,No
95,19,3,-0.298993,51.589253,177.18,-0.025215,-0.075127,0.466565,0.752192,93,1274,32.7,30,21.3407,66.3254,F,No
180,20,3,-0.296928,51.589523,23.8,-0.031421,-0.56422,0.087768,0.681957,93,1141,34.7,26,21.3413,22.1006,M,No
355,7,3,-0.29689,51.601553,343.7,-0.005853,-0.034149,0.030173,0.892763,94,1363,65.2,45,21.3419,30.8476,F,No
211,15,3,-0.293993,51.593662,34.1,-0.060075,-0.381651,0.029256,0.758104,96,1759,47.5,25,21.3421,43.7812,M,No
164,21,1,-0.293903,51.59369,34.3,0.166326,0.589602,0.111213,0.899694,62,1262,70.3,26,21.3425,39.6283,F,No
129,19,3,-0.298763,51.588447,77.34,-0.015026,-0.042915,0.522222,0.733639,92,560,34,0,21.3434,0,F,No
378,4,1,-0.300813,51.602383,261.61,-0.109894,-0.534964,-0.078084,0.606728,187,1398,62.9,29,21.3445,24.6327,M,No
183,18,2,-0.294572,51.596105,355.83,0.04105,-0.136595,0.628644,0.718043,87,2665,42.5,36,21.3459,127.5994,F,Yes
496,7,2,-0.301498,51.593542,153.02,0.025116,0.007747,-0.427523,0.831295,96,1017,33.6,24,21.3475,44.6178,F,No
249,19,3,-0.295472,51.59223,18.89,0.163283,-0.178593,0.421713,0.968909,96,1528,40.5,19,21.3483,22.2787,F,No
495,19,2,-0.30572,51.599268,153.61,0.054636,-0.178593,0.327931,0.885933,92,1176,39.3,37,21.3484,31.2041,F,No
167,18,2,-0.294153,51.595413,288.2,0.133277,0.040979,0.061468,1.030479,87,1518,40.2,33,21.3497,91.0934,F,Yes
444,7,2,-0.303022,51.595602,154.37,-0.139252,-0.010703,-0.310398,0.702446,95,855,40.2,30,21.3499,0,F,No
140,15,3,-0.295892,51.590923,7.86,0.079306,-0.400204,0.127829,0.893782,93,673,40.8,12,21.3513,30.1322,M,No
183,15,3,-0.295188,51.592555,15.28,0.007852,-0.421713,0.024363,0.814679,95,600,44.1,0,21.3516,0,M,No
277,2,1,-0.296005,51.60057,347.59,0.087837,0.42946,0.155148,0.886952,88,1538,149.3,48,21.3521,33.7881,F,No
94,19,3,-0.299002,51.589317,177.9,0.072045,-0.124873,0.474414,0.852803,93,1331,33.1,28,21.3531,51.4626,F,No
354,7,3,-0.296838,51.601447,343.71,0.036588,0.023344,0.066361,0.933843,94,1322,65.1,46,21.3533,30.8476,F,No
589,23,1,-0.302837,51.595178,177.09,0.015816,0.648216,0.064424,0.679001,91,598,35.7,0,21.3538,0,F,No
243,3,1,-0.29773,51.603028,340.12,0.206549,-0.43629,0.11315,1.018756,73,1800,65.8,23,21.3541,0,F,Yes
210,15,3,-0.29404,51.593617,33.5,-0.03704,-0.47737,0.020489,0.735678,96,1690,47.3,22,21.3544,50.975,M,No
179,20,3,-0.29697,51.589467,23.18,0.037668,-0.643323,0.116106,0.705403,93,1215,34.9,26,21.3545,22.1006,M,No
129,15,3,-0.296148,51.590685,46.16,-0.01189,-0.461672,0.145362,0.76106,92,574,38,4,21.3552,0,M,No
287,18,1,-0.298882,51.602675,252.34,-0.000189,-0.269419,0.379715,0.784404,85,1307,62.3,30,21.3566,23.5895,F,Yes
255,13,2,-0.296388,51.600533,343.91,-0.09066,0.066361,0.219572,0.779613,89,1463,53.2,48,21.3573,30.2635,F,No
162,4,2,-0.296243,51.590545,13.36,-0.030814,-0.386544,0.244037,0.75423,190,1517,61.5,21,21.3573,40.5784,M,No
70,2,2,-0.298805,51.589538,158.68,0.05601,0.494903,0.135678,0.822528,86,1273,337.9,11,21.3579,7.9419,F,No
182,18,2,-0.294563,51.596053,352.2,0.09894,-0.258614,0.670642,0.730785,87,2554,42.5,27,21.3585,122.9407,F,Yes
248,19,3,-0.29549,51.592185,11.74,0.058118,-0.141488,0.439246,0.851784,96,1049,40.4,17,21.3605,22.2787,F,No
169,16,2,-0.295223,51.592445,32.07,-0.040608,0.197146,-0.16789,0.823445,88,1312,39.2,20,21.3607,0,F,No
42,19,3,-0.299138,51.588945,69.34,0.025183,-0.097554,0.513456,0.781549,93,607,32.1,2,21.3608,5.3281,F,No
495,7,2,-0.30154,51.5936,154.93,-0.018681,0.036086,-0.253823,0.846891,96,1004,33.7,25,21.3616,44.6178,F,No
166,18,2,-0.294047,51.595397,289.67,-0.007248,-0.083894,0.519368,0.741488,87,2154,40.2,32,21.3622,93.8697,F,Yes
250,21,1,-0.294238,51.595365,293.49,0.068496,0.906932,0.00581,0.46422,68,1255,75,29,21.3624,22.3282,F,No
353,7,3,-0.29679,51.601342,344.21,0.141974,0.044852,0.075127,1.038226,94,1343,65,45,21.3638,34.1416,F,No
443,7,2,-0.303077,51.595673,155.13,0.133513,0.021407,-0.196228,1.0158,95,902,40.4,33,21.3639,0,F,No
494,19,2,-0.305782,51.599348,153.52,0.041494,-0.169827,0.281142,0.887971,92,1158,39.4,36,21.364,31.812,F,No
139,15,3,-0.295898,51.590885,4.24,0.064482,-0.347503,0.172783,0.890826,93,748,40.9,16,21.3646,30.1322,M,No
93,19,3,-0.299003,51.589382,182,-0.004986,-0.181549,0.443221,0.771764,93,1560,33.5,26,21.3662,51.4626,F,No
209,15,3,-0.294082,51.593575,32.09,0.164701,-0.543731,-0.057594,0.927931,96,1593,47.2,19,21.367,0,M,No
424,17,1,-0.306583,51.600523,161.93,0.095761,-0.057594,0.057594,0.992355,89,1508,61.2,34,21.3675,18.3814,M,Yes
178,20,3,-0.297008,51.58941,23.54,0.124909,-0.552497,0.090724,0.875229,93,1129,34.7,25,21.3683,24.5982,M,No
181,18,2,-0.294553,51.596018,329.36,-0.100416,-0.124873,0.63843,0.520897,87,2356,42.5,18,21.3711,83.9483,F,Yes
49,2,2,-0.298905,51.59015,78.83,0.030631,0.244037,-0.166871,0.886952,86,590,338.8,2,21.3713,0,F,No
247,19,3,-0.295505,51.59214,9.15,0.211725,-0.095617,0.447095,1.021712,96,1069,39.8,19,21.3719,26.4964,F,No
352,7,3,-0.296743,51.601233,344.33,-0.025964,0.043833,0.08002,0.869419,94,1339,64.8,46,21.3744,34.1416,F,No
16,7,3,-0.29923,51.588767,74.59,-0.038144,-0.051682,-0.476351,0.733639,96,0,27.2,0,21.3744,0,F,No
286,18,1,-0.298767,51.602698,251.94,0.010869,-0.122018,0.272375,0.865443,85,1343,62.1,29,21.3748,22.3539,F,Yes
165,18,2,-0.293943,51.595372,297.62,0.032881,-0.309378,0.702854,0.590214,87,1975,40.3,26,21.3751,93.8697,F,Yes
421,16,1,-0.30239,51.602117,249.96,-0.02457,-0.074108,0.567176,0.689704,87,1436,54.4,20,21.3757,0,F,No
494,7,2,-0.301585,51.593663,155.07,0.006427,-0.004791,-0.195209,0.886952,96,1111,33.8,29,21.3759,44.6178,F,No
473,7,2,-0.302227,51.59446,171.4,0.010687,-0.098573,-0.244954,0.875229,95,554,35.5,6,21.3762,0,F,No
409,17,1,-0.306587,51.601102,243.26,0.024928,0.056575,-0.230377,0.896738,89,547,62.3,8,21.3766,0,M,Yes
70,4,2,-0.299083,51.58896,15.29,-0.00684,-0.515392,-0.020489,0.748318,189,596,46.6,0,21.3772,0,M,No
138,15,3,-0.295907,51.590847,12.23,-0.031634,-0.447095,0.029256,0.758104,93,1047,41.2,17,21.3776,30.1322,M,No
92,19,3,-0.298998,51.589437,184.68,-0.006026,-0.281142,0.526198,0.694597,93,1606,33.7,23,21.3792,43.1182,F,No
442,7,2,-0.303135,51.595748,155.64,-0.040636,0.017533,-0.314271,0.805912,95,1023,40.6,34,21.3793,0,F,No
493,19,2,-0.305842,51.599425,155.15,-0.043673,-0.19419,0.330887,0.775637,92,1175,39.6,35,21.3795,31.812,F,No
208,15,3,-0.294122,51.593533,29.61,-0.359707,-0.244037,0.069215,0.487666,96,700,47.2,18,21.3797,0,M,No
254,13,2,-0.296333,51.600412,345.18,0.037485,0.043833,0.234251,0.909378,89,1458,53.6,48,21.3802,30.2635,F,No
177,20,3,-0.29705,51.589352,22.51,-0.080034,-0.543731,0.050765,0.639959,93,1105,34.9,26,21.3817,24.5982,M,No
208,2,1,-0.293322,51.595415,3.75,0.029896,0.541794,0.158104,0.76106,82,600,114.3,0,21.3821,0,F,No
161,4,2,-0.296257,51.590493,10.95,-0.178186,-0.218654,0.240061,0.654638,190,1469,61.3,20,21.383,10.6879,M,No
246,19,3,-0.295513,51.592097,3.53,-0.076465,0.039959,0.433435,0.714169,96,1360,39.3,17,21.3838,0,F,No
180,18,2,-0.294548,51.596,329.36,0.052886,-0.259633,0.754638,0.586239,87,1763,42.4,7,21.3838,2.7742,F,Yes
168,16,2,-0.295277,51.59238,30.33,-0.000485,0.209888,-0.202039,0.855759,88,1312,39.2,20,21.3842,0,F,No
77,20,3,-0.299298,51.588723,25.76,-0.021739,-0.460754,-0.087768,0.758104,94,600,33.9,0,21.3843,0,M,No
351,7,3,-0.296695,51.601123,344.04,-0.008064,-0.048726,0.031193,0.889908,95,1327,64.6,46,21.3858,34.1416,F,No
69,2,2,-0.298822,51.589557,166.37,0.011672,0.47054,0.124873,0.786442,86,1090,337.8,9,21.3866,7.9419,F,No
58,22,1,-0.296825,51.589517,22.01,-0.051216,0.081957,0.299694,0.796126,91,1011,17.6,24,21.3869,0,F,No
164,18,2,-0.293845,51.595343,313.39,0.075125,-0.236188,0.743833,0.63894,87,1748,40.3,19,21.3877,31.3369,F,Yes
493,7,2,-0.301635,51.593727,154.92,0.053484,0.109276,-0.325076,0.895719,96,1310,33.8,29,21.3903,64.4921,F,No
137,15,3,-0.295925,51.590805,20.49,0.005652,-0.472477,0.001937,0.78736,93,1466,41.3,15,21.3905,22.3085,M,No
472,7,2,-0.30223,51.594507,171.94,-0.017283,-0.142508,-0.257696,0.837207,95,692,35.5,15,21.3907,21.0296,F,No
91,19,3,-0.298997,51.589488,180.75,-0.021724,-0.209888,0.527115,0.696534,93,1567,34.2,20,21.392,27.8276,F,No
207,15,3,-0.294172,51.59348,32.16,0.042611,-0.162997,0.055556,0.927931,96,900,47.5,22,21.3922,0,M,No
285,18,1,-0.298663,51.60272,251.53,0.003072,-0.092661,0.325076,0.844037,85,1312,61.8,28,21.3925,22.1419,F,Yes
455,7,2,-0.302673,51.5951,142.31,-0.001283,0.09368,-0.292864,0.849847,94,602,37.4,3,21.3925,0,F,No
441,7,2,-0.303197,51.595828,158.11,-0.025074,0.170846,-0.249847,0.826402,95,1035,40.7,34,21.3939,32.6501,F,No
258,23,1,-0.292397,51.594478,288.13,0.029484,0.563303,0.01947,0.76106,91,620,48.4,6,21.394,10.5949,F,No
176,20,3,-0.29709,51.589293,23.43,-0.033004,-0.574924,0.008767,0.677064,93,1115,35.2,25,21.395,0,M,No
492,19,2,-0.305898,51.599503,155.57,-0.129817,-0.123955,0.347503,0.687768,92,1081,39.9,34,21.3956,0,F,No
245,19,3,-0.29552,51.592057,4.34,0.113551,0.120999,0.530071,0.871356,96,1328,39,16,21.3959,0,F,No
350,7,3,-0.296647,51.601017,343.86,-0.032941,-0.01947,-0.011621,0.866463,95,1427,64.4,45,21.3962,0,F,No
163,18,2,-0.293773,51.595302,315.22,0.003493,-0.133741,0.350459,0.830377,87,1138,40.1,16,21.4003,0,F,Yes
377,4,1,-0.300702,51.602392,261.94,-0.180367,-0.358206,-0.155148,0.620387,187,1209,62.6,28,21.4016,45.9924,M,No
253,13,2,-0.296283,51.600292,344.68,0.029903,-0.004791,0.329969,0.875229,89,1482,54.2,48,21.4029,30.2635,F,No
130,15,3,-0.296128,51.590683,50.42,-0.012715,-0.489093,0.116106,0.749337,93,609,38.9,4,21.4033,0,M,No
136,15,3,-0.295948,51.590768,29.84,0.066387,-0.336799,0.014577,0.911315,93,722,41.5,15,21.4038,22.3085,M,No
492,7,2,-0.301685,51.593788,153.99,0.072362,0.149337,-0.367992,0.895719,96,1241,33.9,27,21.4042,64.4921,F,No
90,19,3,-0.298997,51.589532,178.38,-0.041271,-0.083894,0.47737,0.726809,93,1384,34.5,18,21.4049,40.6934,F,No
471,7,2,-0.302235,51.594565,174.18,0.062423,-0.095617,-0.283078,0.919164,95,766,35.6,22,21.4049,21.0296,F,No
206,15,3,-0.294235,51.593417,32.73,-0.097381,-0.307441,-0.000917,0.748318,96,1177,47.3,29,21.4051,0,M,No
349,7,3,-0.296597,51.600912,344.67,0.025167,0.039042,-0.00581,0.924057,95,1346,64.2,45,21.4071,0,F,No
244,19,3,-0.295527,51.592013,0.81,-0.043914,-0.063405,0.377778,0.775637,96,660,38.4,17,21.4073,0,F,No
167,16,2,-0.295335,51.592318,25.3,0.288996,0.123955,-0.210805,1.165138,88,1312,39.2,20,21.4079,0,F,No
440,7,2,-0.303252,51.595908,158.99,-0.115462,0.027319,-0.336799,0.717125,95,1037,40.9,34,21.4079,32.6501,F,No
423,17,1,-0.30663,51.600602,163.85,0.036556,0.122936,-0.077064,0.925994,89,1399,61.2,32,21.4083,67.5345,M,Yes
175,20,3,-0.297132,51.589238,25.01,-0.039828,-0.526198,0.126911,0.692661,93,1126,35.3,25,21.4087,19.8889,M,No
160,4,2,-0.296268,51.590445,12.59,-0.018157,-0.444139,0.067278,0.772681,190,1292,61.2,17,21.4088,0,M,No
43,19,3,-0.29912,51.588947,73.38,-0.008061,-0.119062,0.43629,0.782467,93,598,32.5,1,21.4089,5.3281,F,No
242,3,1,-0.297693,51.60295,338.68,0.125139,-0.4158,-0.10632,0.939653,73,727,65.9,24,21.4097,0,F,Yes
284,18,1,-0.29856,51.602743,251.77,0.003717,-0.231295,0.354332,0.809786,85,1264,61.2,27,21.4108,21.5644,F,Yes
491,19,2,-0.305952,51.599585,156.57,-0.151333,-0.232314,0.339653,0.641896,92,1037,40.2,34,21.4114,0,F,No
162,18,2,-0.29368,51.595247,313.17,0.040096,-0.432416,0.081957,0.841998,87,718,40,22,21.4132,0,F,Yes
68,2,2,-0.298837,51.589583,177.88,0.056011,0.525178,0.11998,0.807849,86,951,337.8,8,21.4156,0,F,No
135,15,3,-0.295982,51.590735,44.68,-0.154167,-0.449032,0.064424,0.613558,93,1192,41.4,17,21.4169,22.3085,M,No
209,21,1,-0.292013,51.594303,82.15,0.020318,0.530071,0.034149,0.770744,65,601,72.1,0,21.417,0,F,No
205,15,3,-0.294307,51.593348,33.46,0.173687,-0.364118,-0.109276,1.00999,96,1287,47.2,31,21.4177,46.8174,M,No
89,19,3,-0.298998,51.589568,178.11,-0.0671,-0.152294,0.516412,0.661468,93,1367,34.9,16,21.4178,10.9174,F,No
348,7,3,-0.296552,51.600805,344.17,-0.042203,-0.031193,0.023344,0.856677,95,1345,63.9,45,21.4183,0,F,No
491,7,2,-0.301728,51.593847,153.46,0.041587,0.126911,-0.347503,0.873293,96,1113,34,24,21.4186,0,F,No
408,17,1,-0.30654,51.601127,244.69,-0.007729,0.01264,-0.145362,0.881142,89,645,61,18,21.4192,0,M,Yes
243,19,3,-0.295528,51.591963,358.3,-0.028625,-0.151274,0.42263,0.76106,96,710,37.9,20,21.4194,0,F,No
470,7,2,-0.302242,51.59463,176.92,0.056927,0.01947,-0.091743,0.952396,95,1027,35.6,27,21.4194,21.0296,F,No
474,7,2,-0.302225,51.594428,171.37,0.014939,0.057594,-0.293782,0.869419,95,591,35.5,3,21.4209,0,F,No
276,2,1,-0.295958,51.600457,347.59,-0.190973,0.456881,0.212742,0.532518,87,1492,149.4,47,21.421,32.1704,F,No
17,7,3,-0.299228,51.588767,74.59,-0.004149,-0.094597,-0.500816,0.755148,96,0,27.2,0,21.4214,0,F,No
174,20,3,-0.297175,51.589182,25.07,0.0197,-0.616922,-0.020489,0.711213,93,1124,35.6,25,21.4226,19.8889,M,No
439,7,2,-0.303297,51.595987,158.26,-0.352952,0.08002,-0.525178,0.269011,95,1032,41,34,21.4227,32.6501,F,No
252,13,2,-0.296237,51.600177,343.69,-0.105337,-0.072171,0.207849,0.766871,89,1484,54.5,48,21.4253,0,F,No
420,16,1,-0.302313,51.602132,250.68,-0.012474,-0.052701,0.478287,0.761978,87,1101,54.6,18,21.4259,0,F,No
243,21,1,-0.293905,51.595272,307.06,0.043454,0.556371,-0.142508,0.770744,67,618,75.1,6,21.4259,18.427,F,No
161,18,2,-0.293573,51.595183,315.97,0.112874,-0.581753,0.178593,0.831295,87,950,39.8,32,21.4262,0,F,Yes
490,19,2,-0.306005,51.599668,157.32,0.04979,-0.300612,0.421713,0.812742,92,1082,40.2,35,21.4273,0,F,No
347,7,3,-0.296503,51.600702,344.19,-0.102305,-0.034149,0.033129,0.796126,95,1360,63.8,45,21.4289,52.3885,F,No
283,18,1,-0.298458,51.602767,250.92,0.345057,-0.478287,0.655963,0.971865,85,1192,61.2,27,21.4293,25.4225,F,Yes
134,15,3,-0.296022,51.590712,58.17,-0.018315,-0.449032,0.038022,0.771764,93,1696,41.1,15,21.43,44.6538,M,No
27,16,2,-0.299167,51.588958,89.61,0.015359,0.252803,0.162997,0.869419,87,723,39.6,0,21.4304,0,F,No
204,15,3,-0.294378,51.593282,33.81,-0.037442,-0.417839,0.039959,0.765851,96,1391,46.9,32,21.4305,46.8174,M,No
242,19,3,-0.295528,51.591908,0.23,-0.099981,0.0263,0.339653,0.732722,96,793,37.6,22,21.431,25.738,F,No
88,19,3,-0.299,51.589607,181.86,-0.160691,-0.111213,0.283078,0.681957,93,1125,35.3,13,21.4311,19.9655,F,No
166,16,2,-0.29538,51.59226,16.75,-0.176644,0.211825,-0.094597,0.689704,88,1419,39.3,20,21.4317,0,F,No
490,7,2,-0.301775,51.593907,154.15,0.137485,0.042915,-0.298675,0.99633,96,964,34.2,24,21.4326,0,F,No
469,7,2,-0.302235,51.594698,172.17,-0.105311,0.138532,-0.185423,0.763914,95,1195,35.6,28,21.4339,21.0296,F,No
159,4,2,-0.296287,51.590393,12.93,-0.142535,-0.360143,-0.076147,0.674108,190,702,60.8,18,21.4352,0,M,No
249,21,1,-0.294153,51.59534,288.35,0.000524,0.777064,0.007747,0.529664,68,1294,74.8,28,21.436,35.1979,F,No
173,20,3,-0.297215,51.589122,23.61,-0.060135,-0.555454,-0.020489,0.657492,93,1118,35.8,25,21.436,19.8889,M,No
130,19,3,-0.298763,51.588448,77.34,0.007272,-0.050765,0.533945,0.752192,92,598,34,0,21.4361,0,F,No
438,7,2,-0.303343,51.596063,156.98,-0.042447,0.028236,-0.253823,0.822528,95,1026,41.2,34,21.4375,0,F,No
160,18,2,-0.293465,51.595115,315.99,-0.11688,-0.283078,0.163914,0.71998,87,1125,39.7,39,21.4386,0,F,Yes
346,7,3,-0.296457,51.600595,344.34,-0.035166,0.22844,-0.059531,0.835168,95,1362,63.8,45,21.4396,52.3885,F,No
148,2,1,-0.294597,51.593157,32.26,0.070573,0.522222,0.126911,0.825484,80,1383,74.1,29,21.44,43.083,F,No
241,19,3,-0.295528,51.59185,3.76,0.001604,0.146381,0.372885,0.817635,96,1211,37.1,22,21.4429,25.738,F,No
489,19,2,-0.306062,51.599752,156.51,0.061969,-0.209888,0.329969,0.886952,92,1088,40.4,35,21.4431,33.8736,F,No
133,15,3,-0.296062,51.590695,65.59,-0.070052,-0.458818,0.020489,0.708257,93,1501,40.7,12,21.4431,18.8311,M,No
203,15,3,-0.294452,51.593212,33.23,0.081045,-0.433435,0.008767,0.889908,96,1405,46.8,33,21.4432,46.8174,M,No
163,21,1,-0.293947,51.593645,35.51,-0.040913,0.475433,0.088787,0.727829,62,1398,70.1,24,21.4436,34.3597,F,No
87,19,3,-0.298998,51.589645,179.63,0.063943,-0.219572,0.338736,0.883996,93,752,35.7,16,21.4439,19.9655,F,No
456,7,2,-0.302677,51.595095,144.78,0.014067,-0.01947,-0.272375,0.876249,94,593,36.9,3,21.4439,0,F,No
67,2,2,-0.298842,51.589617,181.55,0.005837,0.487054,0.008767,0.779613,86,599,337.8,10,21.445,0,F,No
127,15,3,-0.296403,51.590322,13.99,-0.027583,-0.347503,0.000917,0.807849,92,1535,38.2,23,21.4471,32.546,M,No
489,7,2,-0.301825,51.593968,155.66,-0.012162,-0.08002,-0.201019,0.863507,96,1098,34.3,28,21.4472,71.1523,F,No
282,18,1,-0.298355,51.602793,246.4,0.001888,-0.2684,0.34261,0.802039,85,1196,61,27,21.4477,25.4225,F,Yes
422,17,1,-0.306668,51.600677,166.41,0.04576,0.069215,0.071254,0.940673,89,1544,61.3,32,21.4478,57.7295,M,Yes
560,23,1,-0.304635,51.597622,155.31,0.326864,0.440265,0.10632,1.146687,91,1495,31.2,47,21.4478,33.1379,F,No
251,13,2,-0.296183,51.60006,344.37,0.070079,-0.024363,0.262589,0.936697,89,1495,54.1,47,21.4485,0,F,No
468,7,2,-0.302243,51.594765,164.4,0.035926,0.094597,-0.264526,0.896738,95,1219,35.6,27,21.4488,85.5959,F,No
172,20,3,-0.297248,51.589063,21.85,-0.017029,-0.653109,0.00683,0.634149,93,1506,36,24,21.4493,42.0008,M,No
184,15,3,-0.29519,51.592555,15.28,0.003013,-0.423649,0.040979,0.807849,95,599,44.1,0,21.4499,0,M,No
345,7,3,-0.296408,51.600485,343.67,0.053653,0.041896,0.011621,0.952396,95,1362,63.5,46,21.4506,52.3885,F,No
159,18,2,-0.293343,51.595045,313.52,-0.249087,-0.208868,0.211825,0.589195,87,1210,39.8,42,21.4516,0,F,Yes
437,7,2,-0.303388,51.59614,156.25,-0.209557,0.068298,-0.206932,0.659531,95,1017,41.3,33,21.4525,0,F,No
240,19,3,-0.295538,51.591792,8.43,0.050141,-0.114169,0.312334,0.895719,96,1031,36.8,25,21.4548,25.738,F,No
165,16,2,-0.295408,51.592203,13.38,-0.088249,0.211825,-0.226402,0.757085,88,1419,39.3,20,21.4552,0,F,No
202,15,3,-0.294527,51.593142,33.66,0.203647,-0.454842,-0.049745,1.012844,96,1486,46.4,33,21.4558,47.7334,M,No
376,4,1,-0.300597,51.6024,262.85,0.008428,-0.540775,-0.169827,0.733639,187,1272,62.3,27,21.4564,45.9924,M,No
132,15,3,-0.296092,51.5907,61.26,0.03198,-0.515393,0.0263,0.793272,93,1180,39.8,7,21.4565,11.7857,M,No
131,15,3,-0.296112,51.590693,45.08,-0.026341,-0.414883,0.10051,0.77472,93,899,39.4,5,21.4567,0,M,No
86,19,3,-0.299,51.589683,174.06,-0.018776,-0.131702,0.450968,0.76106,93,1411,36,17,21.4572,30.2268,F,No
44,19,3,-0.299117,51.588948,73.38,0.014455,-0.088787,0.391437,0.831295,93,601,32.7,0,21.4584,0,F,No
488,19,2,-0.306118,51.599837,153.59,0.344777,-0.309378,0.301631,1.172987,92,1072,40.4,36,21.459,33.8736,F,No
126,15,3,-0.296425,51.590258,12.01,-0.081898,-0.358206,0.164934,0.728746,92,1535,38.3,23,21.4604,32.546,M,No
158,4,2,-0.296303,51.59034,12.19,-0.149026,-0.2684,0.087768,0.702446,190,881,60.8,22,21.461,0,M,No
78,20,3,-0.299315,51.588747,48.49,-0.000838,-0.466565,-0.079001,0.779613,94,599,33.4,0,21.4613,0,M,No
344,7,3,-0.29636,51.600377,344.54,-0.108365,-0.110296,-0.011621,0.784404,95,1489,63.6,46,21.4613,30.3354,F,No
488,7,2,-0.301875,51.594035,154.87,-0.035745,-0.065341,-0.215698,0.837207,96,1306,34.4,32,21.4615,71.1523,F,No
